frame_no,status,elapsed_ms,path
40,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0040_unknown.png
41,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0041_unknown.png
42,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0042_unknown.png
43,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0043_unknown.png
44,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0044_unknown.png
45,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0045_unknown.png
46,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0046_unknown.png
47,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0047_unknown.png
48,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0048_unknown.png
49,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0049_unknown.png
50,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0050_unknown.png
51,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0051_unknown.png
52,normal,3,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0052_unknown.png
53,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0053_unknown.png
54,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0054_unknown.png
55,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0055_unknown.png
56,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0056_unknown.png
57,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0057_unknown.png
58,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0058_unknown.png
59,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0059_unknown.png
60,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0060_unknown.png
61,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0061_unknown.png
62,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0062_unknown.png
63,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0063_unknown.png
64,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0064_unknown.png
65,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0065_unknown.png
66,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0066_unknown.png
67,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0067_unknown.png
68,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0068_unknown.png
69,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0069_unknown.png
70,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0070_unknown.png
71,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0071_unknown.png
72,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0072_unknown.png
73,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0073_unknown.png
74,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0074_unknown.png
75,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0075_unknown.png
76,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0076_unknown.png
77,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0077_unknown.png
78,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0078_unknown.png
79,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0079_unknown.png
80,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0080_unknown.png
81,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0081_unknown.png
82,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0082_unknown.png
83,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0083_unknown.png
84,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0084_unknown.png
85,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0085_unknown.png
86,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0086_unknown.png
87,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0087_unknown.png
88,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0088_unknown.png
89,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0089_unknown.png
90,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0090_unknown.png
91,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0091_unknown.png
92,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0092_unknown.png
93,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0093_unknown.png
94,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0094_unknown.png
95,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0095_unknown.png
96,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0096_unknown.png
97,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0097_unknown.png
98,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0098_unknown.png
99,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0099_unknown.png
100,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0100_unknown.png
101,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0101_unknown.png
102,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0102_unknown.png
103,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0103_unknown.png
104,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0104_unknown.png
105,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0105_unknown.png
106,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0106_unknown.png
107,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0107_unknown.png
108,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0108_unknown.png
109,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0109_unknown.png
110,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0110_unknown.png
111,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0111_unknown.png
112,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0112_unknown.png
113,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0113_unknown.png
114,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0114_unknown.png
115,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0115_unknown.png
116,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0116_unknown.png
117,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0117_unknown.png
118,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0118_unknown.png
119,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0119_unknown.png
120,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0120_unknown.png
121,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0121_unknown.png
122,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0122_unknown.png
123,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0123_unknown.png
124,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0124_unknown.png
125,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0125_unknown.png
126,normal,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0126_unknown.png
127,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0127_unknown.png
128,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0128_unknown.png
129,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0129_unknown.png
130,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0130_unknown.png
131,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0131_unknown.png
132,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0132_unknown.png
133,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0133_unknown.png
134,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0134_unknown.png
135,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0135_unknown.png
136,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0136_unknown.png
137,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0137_unknown.png
138,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0138_unknown.png
139,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0139_unknown.png
140,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0140_unknown.png
141,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0141_unknown.png
142,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0142_unknown.png
143,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0143_unknown.png
144,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0144_unknown.png
145,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0145_unknown.png
146,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0146_unknown.png
147,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0147_unknown.png
148,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0148_unknown.png
149,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0149_unknown.png
150,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0150_unknown.png
151,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0151_unknown.png
152,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0152_unknown.png
153,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0153_unknown.png
154,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0154_unknown.png
155,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0155_unknown.png
156,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0156_unknown.png
157,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0157_unknown.png
158,normal,3,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0158_unknown.png
159,normal,3,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0159_unknown.png
160,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0160_unknown.png
161,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0161_unknown.png
162,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0162_unknown.png
163,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0163_unknown.png
164,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0164_unknown.png
165,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0165_unknown.png
166,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0166_unknown.png
167,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0167_unknown.png
168,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0168_unknown.png
169,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0169_unknown.png
170,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0170_unknown.png
171,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0171_unknown.png
172,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0172_unknown.png
173,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0173_unknown.png
174,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0174_unknown.png
175,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0175_unknown.png
176,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0176_unknown.png
177,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0177_unknown.png
178,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0178_unknown.png
179,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0179_unknown.png
180,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0180_unknown.png
181,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0181_unknown.png
182,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0182_unknown.png
183,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0183_unknown.png
184,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0184_unknown.png
185,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0185_unknown.png
186,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0186_unknown.png
187,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0187_unknown.png
188,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0188_unknown.png
189,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0189_unknown.png
190,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0190_unknown.png
191,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0191_unknown.png
192,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0192_unknown.png
193,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0193_unknown.png
194,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0194_unknown.png
195,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0195_unknown.png
196,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0196_unknown.png
197,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0197_unknown.png
198,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0198_unknown.png
199,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0199_unknown.png
200,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0200_unknown.png
201,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0201_unknown.png
202,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0202_unknown.png
203,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0203_unknown.png
204,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0204_unknown.png
205,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0205_unknown.png
206,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0206_unknown.png
207,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0207_unknown.png
208,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0208_unknown.png
209,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0209_unknown.png
210,ANOMALOUS,8,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0210_unknown.png
211,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0211_unknown.png
212,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0212_unknown.png
213,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0213_unknown.png
214,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0214_unknown.png
215,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0215_unknown.png
216,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0216_unknown.png
217,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0217_unknown.png
218,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0218_unknown.png
219,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0219_unknown.png
220,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0220_unknown.png
221,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0221_unknown.png
222,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0222_unknown.png
223,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0223_unknown.png
224,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0224_unknown.png
225,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0225_unknown.png
226,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0226_unknown.png
227,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0227_unknown.png
228,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0228_unknown.png
229,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0229_unknown.png
230,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0230_unknown.png
231,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0231_unknown.png
232,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0232_unknown.png
233,normal,3,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0233_unknown.png
234,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0234_unknown.png
235,normal,4,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0235_unknown.png
236,normal,5,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0236_unknown.png
237,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0237_unknown.png
238,normal,10,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0238_unknown.png
239,normal,9,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0239_unknown.png
240,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0240_unknown.png
241,normal,11,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0241_unknown.png
242,normal,6,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0242_unknown.png
243,normal,7,D:\DS\VeleriaLab\V6\fronttop\train_processed\RoboArm\normal\fronttop_0243_unknown.png
